31,2021-06-11 01:09:55,03F2231N,2021-06-11 01:15:12,03F2153N,10.700,Y,2021-06-11 01:09:55+03F2231N; 2021-06-11 01:12:18+03F2194N; 2021-06-11 01:15:12+03F2153N
31,2021-06-11 01:10:28,01F3561S,2021-06-11 01:11:55,01F3590S,13.000,Y,2021-06-11 01:10:28+01F3561S; 2021-06-11 01:11:55+01F3590S
31,2021-06-11 01:05:55,01F0928N,2021-06-11 01:20:18,01F0664N,30.400,Y,2021-06-11 01:05:55+01F0928N; 2021-06-11 01:08:33+01F0880N; 2021-06-11 01:15:35+01F0750N; 2021-06-11 01:18:20+01F0699N; 2021-06-11 01:19:24+01F0681N; 2021-06-11 01:20:18+01F0664N
32,2021-06-11 01:27:19,03F3392N,2021-06-11 01:27:19,03F3392N,5.300,Y,2021-06-11 01:27:19+03F3392N
32,2021-06-11 01:35:42,03F3259N,2021-06-11 01:39:53,03F3187N,18.000,Y,2021-06-11 01:35:42+03F3259N; 2021-06-11 01:38:31+03F3211N; 2021-06-11 01:39:53+03F3187N
31,2021-06-11 01:27:34,01F0376N,2021-06-11 01:29:59,01F0339N,8.400,Y,2021-06-11 01:27:34+01F0376N; 2021-06-11 01:29:59+01F0339N
31,2021-06-11 01:28:38,01F0155S,2021-06-11 01:28:38,01F0155S,1.600,Y,2021-06-11 01:28:38+01F0155S
31,2021-06-11 01:33:44,01F0248S,2021-06-11 01:33:44,01F0248S,1.900,Y,2021-06-11 01:33:44+01F0248S
42,2021-06-11 01:06:27,03F4142N,2021-06-11 02:32:50,03F2747N,143.990,Y,2021-06-11 01:06:27+03F4142N; 2021-06-11 01:14:01+03F4021N; 2021-06-11 01:16:13+03F3984N; 2021-06-11 01:19:55+03F3916N; 2021-06-11 01:23:45+03F3854N; 2021-06-11 01:31:07+03F3743N; 2021-06-11 01:36:17+03F3670N; 2021-06-11 01:41:04+03F3588N; 2021-06-11 01:46:10+03F3496N; 2021-06-11 01:49:02+03F3445N; 2021-06-11 01:53:32+03F3392N; 2021-06-11 01:58:24+03F3307N; 2021-06-11 02:01:02+03F3259N; 2021-06-11 02:03:40+03F3211N; 2021-06-11 02:05:00+03F3187N; 2021-06-11 02:11:06+03F3101N; 2021-06-11 02:17:43+03F2985N; 2021-06-11 02:21:34+03F2923N; 2021-06-11 02:22:48+03F2899N; 2021-06-11 02:26:36+03F2840N; 2021-06-11 02:30:30+03F2777N; 2021-06-11 02:32:50+03F2747N
31,2021-06-11 01:23:15,01F0029S,2021-06-11 01:50:52,03F0447S,44.500,Y,2021-06-11 01:23:15+01F0029S; 2021-06-11 01:25:38+01F0061S; 2021-06-11 01:28:13+01F0099S; 2021-06-11 01:30:08+03F0116S; 2021-06-11 01:31:26+03F0136S; 2021-06-11 01:32:49+03F0158S; 2021-06-11 01:35:43+03F0201S; 2021-06-11 01:36:48+03F0217S; 2021-06-11 01:41:59+03F0301S; 2021-06-11 01:44:12+03F0337S; 2021-06-11 01:47:41+03F0394S; 2021-06-11 01:50:52+03F0447S
42,2021-06-11 01:48:46,03F0783N,2021-06-11 01:56:28,03F0648N,16.600,Y,2021-06-11 01:48:46+03F0783N; 2021-06-11 01:53:43+03F0698N; 2021-06-11 01:56:28+03F0648N
5,2021-06-11 01:48:27,01F2674N,2021-06-11 02:57:45,03F1739N,102.000,Y,2021-06-11 01:48:27+01F2674N; 2021-06-11 01:53:10+01F2603N; 2021-06-11 01:59:05+01F2514N; 2021-06-11 02:01:07+01F2483N; 2021-06-11 02:06:20+01F2425N; 2021-06-11 02:08:23+01F2394N; 2021-06-11 02:13:08+01F2322N; 2021-06-11 02:18:09+01F2249N; 2021-06-11 02:25:56+01F2156N; 2021-06-11 02:30:23+01F2089N; 2021-06-11 02:35:37+01F2011N; 2021-06-11 02:38:58+01F1960N; 2021-06-11 02:44:03+03F1941N; 2021-06-11 02:49:13+03F1860N; 2021-06-11 02:55:12+03F1779N; 2021-06-11 02:57:45+03F1739N
5,2021-06-11 01:55:25,01F0511S,2021-06-11 01:55:25,01F0511S,3.400,Y,2021-06-11 01:55:25+01F0511S
31,2021-06-11 01:27:52,01F0155S,2021-06-11 01:27:52,01F0155S,1.600,Y,2021-06-11 01:27:52+01F0155S
31,2021-06-11 01:31:55,01F0147N,2021-06-11 01:31:55,01F0147N,5.300,Y,2021-06-11 01:31:55+01F0147N
32,2021-06-11 01:26:24,03F0394N,2021-06-11 01:26:24,03F0394N,7.100,Y,2021-06-11 01:26:24+03F0394N
42,2021-06-11 01:56:30,01F3460S,2021-06-11 02:02:00,01F3525S,13.900,Y,2021-06-11 01:56:30+01F3460S; 2021-06-11 02:02:00+01F3525S
31,2021-06-11 01:12:41,01F0928N,2021-06-11 01:12:41,01F0928N,4.400,Y,2021-06-11 01:12:41+01F0928N
41,2021-06-11 01:02:30,01F1839S,2021-06-11 01:02:30,01F1839S,8.000,Y,2021-06-11 01:02:30+01F1839S
42,2021-06-11 01:30:20,01F2322S,2021-06-11 01:30:20,01F2322S,15.900,Y,2021-06-11 01:30:20+01F2322S
42,2021-06-11 01:16:16,03F0559N,2021-06-11 02:03:02,01F0339N,39.500,Y,2021-06-11 01:16:16+03F0559N; 2021-06-11 01:36:20+01F0511N; 2021-06-11 01:54:52+01F0467N; 2021-06-11 01:58:26+01F0413N; 2021-06-11 02:00:43+01F0376N; 2021-06-11 02:03:02+01F0339N
31,2021-06-11 01:40:31,03F1022N,2021-06-11 02:19:44,03F0447N,60.900,Y,2021-06-11 01:40:31+03F1022N; 2021-06-11 01:42:26+03F0996N; 2021-06-11 01:44:59+03F0961N; 2021-06-11 01:53:24+03F0846N; 2021-06-11 01:57:50+03F0783N; 2021-06-11 02:03:24+03F0698N; 2021-06-11 02:06:40+03F0648N; 2021-06-11 02:12:30+03F0559N; 2021-06-11 02:14:40+03F0525N; 2021-06-11 02:16:23+03F0498N; 2021-06-11 02:19:44+03F0447N
32,2021-06-11 01:08:49,03F4142S,2021-06-11 01:10:18,03F4168S,13.900,Y,2021-06-11 01:08:49+03F4142S; 2021-06-11 01:10:18+03F4168S
31,2021-06-11 01:26:12,01F1045N,2021-06-11 01:30:43,01F0979N,15.000,Y,2021-06-11 01:26:12+01F1045N; 2021-06-11 01:30:43+01F0979N
31,2021-06-11 01:03:08,01F0155N,2021-06-11 01:13:28,01F0005N,16.800,Y,2021-06-11 01:03:08+01F0155N; 2021-06-11 01:03:41+01F0147N; 2021-06-11 01:07:01+01F0099N; 2021-06-11 01:09:32+01F0061N; 2021-06-11 01:11:39+01F0029N; 2021-06-11 01:12:35+01F0017N; 2021-06-11 01:13:28+01F0005N
31,2021-06-11 01:47:09,01F0005S,2021-06-11 01:57:25,01F0155S,16.800,Y,2021-06-11 01:47:09+01F0005S; 2021-06-11 01:47:59+01F0017S; 2021-06-11 01:48:47+01F0029S; 2021-06-11 01:50:57+01F0061S; 2021-06-11 01:53:34+01F0099S; 2021-06-11 01:56:53+01F0147S; 2021-06-11 01:57:25+01F0155S
31,2021-06-11 01:03:55,03F0961N,2021-06-11 01:03:55,03F0961N,8.500,Y,2021-06-11 01:03:55+03F0961N
