32,2021-06-11 03:43:54,03F2260N,2021-06-11 03:53:08,03F2125N,17.300,Y,2021-06-11 03:43:54+03F2260N; 2021-06-11 03:46:10+03F2231N; 2021-06-11 03:48:35+03F2194N; 2021-06-11 03:51:15+03F2153N; 2021-06-11 03:53:08+03F2125N
5,2021-06-11 03:47:23,01F1389S,2021-06-11 03:54:56,01F1465S,17.400,Y,2021-06-11 03:47:23+01F1389S; 2021-06-11 03:54:56+01F1465S
5,2021-06-11 03:09:30,01F3525N,2021-06-11 03:44:13,01F3019N,56.630,Y,2021-06-11 03:09:30+01F3525N; 2021-06-11 03:14:00+01F3460N; 2021-06-11 03:18:15+01F3398N; 2021-06-11 03:20:23+01F3366N; 2021-06-11 03:25:53+01F3286N; 2021-06-11 03:28:15+01F3252N; 2021-06-11 03:29:58+01F3227N; 2021-06-11 03:32:50+01F3185N; 2021-06-11 03:36:56+01F3126N; 2021-06-11 03:39:51+01F3083N; 2021-06-11 03:44:13+01F3019N
32,2021-06-11 03:17:05,01F0376N,2021-06-11 03:19:17,01F0339N,8.400,Y,2021-06-11 03:17:05+01F0376N; 2021-06-11 03:19:17+01F0339N
5,2021-06-11 03:09:17,01F0664S,2021-06-11 03:10:36,01F0681S,4.200,Y,2021-06-11 03:09:17+01F0664S; 2021-06-11 03:10:36+01F0681S
5,2021-06-11 03:11:44,01F0956N,2021-06-11 03:11:44,01F0956N,4.000,Y,2021-06-11 03:11:44+01F0956N
42,2021-06-11 03:29:06,01F0681N,2021-06-11 03:29:06,01F0681N,1.900,Y,2021-06-11 03:29:06+01F0681N
5,2021-06-11 03:32:04,01F0633N,2021-06-11 03:32:04,01F0633N,2.600,Y,2021-06-11 03:32:04+01F0633N
5,2021-06-11 03:51:54,01F0339N,2021-06-11 03:51:54,01F0339N,1.200,Y,2021-06-11 03:51:54+01F0339N
42,2021-06-11 03:27:43,03F0394N,2021-06-11 03:27:43,03F0394N,7.100,Y,2021-06-11 03:27:43+03F0394N
31,2021-06-11 03:05:48,01F0467N,2021-06-11 03:05:48,01F0467N,7.600,Y,2021-06-11 03:05:48+01F0467N
32,2021-06-11 03:39:15,01F0182S,2021-06-11 03:44:24,01F0248S,8.300,Y,2021-06-11 03:39:15+01F0182S; 2021-06-11 03:44:24+01F0248S
31,2021-06-11 03:14:46,01F0293S,2021-06-11 05:08:55,01F2425S,219.300,Y,2021-06-11 03:14:46+01F0293S; 2021-06-11 03:17:33+01F0339S; 2021-06-11 03:24:03+01H0447S; 2021-06-11 03:31:01+01H0579S; 2021-06-11 03:32:47+01H0610S; 2021-06-11 03:40:18+01F0750S; 2021-06-11 03:47:10+01F0880S; 2021-06-11 03:49:36+01F0928S; 2021-06-11 03:50:51+01F0950S; 2021-06-11 03:52:32+01F0980S; 2021-06-11 03:54:07+03F1022S; 2021-06-11 03:55:34+03F1051S; 2021-06-11 03:59:31+03F1128S; 2021-06-11 04:01:11+03F1161S; 2021-06-11 04:03:56+03F1215S; 2021-06-11 04:06:07+03F1257S; 2021-06-11 04:10:06+03F1332S; 2021-06-11 04:13:23+03F1395S; 2021-06-11 04:17:46+03F1485S; 2021-06-11 04:25:06+03F1633S; 2021-06-11 04:26:01+03F1651S; 2021-06-11 04:29:06+03F1710S; 2021-06-11 04:30:38+03F1739S; 2021-06-11 04:32:37+03F1779S; 2021-06-11 04:36:45+03F1860S; 2021-06-11 04:40:59+03F1944S; 2021-06-11 04:44:27+01F1960S; 2021-06-11 04:47:10+01F2011S; 2021-06-11 04:51:28+01F2089S; 2021-06-11 04:55:03+01F2156S; 2021-06-11 04:59:55+01F2249S; 2021-06-11 05:03:38+01F2322S; 2021-06-11 05:07:17+01F2394S; 2021-06-11 05:08:55+01F2425S
42,2021-06-11 03:42:20,01F0880N,2021-06-11 03:42:20,01F0880N,7.200,Y,2021-06-11 03:42:20+01F0880N
42,2021-06-11 03:18:35,01F3286N,2021-06-11 03:22:54,01F3227N,11.100,Y,2021-06-11 03:18:35+01F3286N; 2021-06-11 03:21:07+01F3252N; 2021-06-11 03:22:54+01F3227N
42,2021-06-11 03:31:17,01F3126N,2021-06-11 03:52:28,01F2827N,42.600,Y,2021-06-11 03:31:17+01F3126N; 2021-06-11 03:34:14+01F3083N; 2021-06-11 03:38:43+01F3019N; 2021-06-11 03:45:08+01F2930N; 2021-06-11 03:49:43+01F2866N; 2021-06-11 03:52:28+01F2827N
31,2021-06-11 03:12:57,01F3590S,2021-06-11 03:15:06,01F3640S,11.200,Y,2021-06-11 03:12:57+01F3590S; 2021-06-11 03:15:06+01F3640S
31,2021-06-11 03:52:39,01F3640S,2021-06-11 03:55:32,01F3686S,7.200,Y,2021-06-11 03:52:39+01F3640S; 2021-06-11 03:54:53+01F3676S; 2021-06-11 03:55:32+01F3686S
42,2021-06-11 03:03:04,01F0578S,2021-06-11 03:11:17,01F0681S,12.200,Y,2021-06-11 03:03:04+01F0578S; 2021-06-11 03:07:28+01F0633S; 2021-06-11 03:09:59+01F0664S; 2021-06-11 03:11:17+01F0681S
32,2021-06-11 03:00:45,03F0394S,2021-06-11 03:00:45,03F0394S,7.100,Y,2021-06-11 03:00:45+03F0394S
32,2021-06-11 03:08:11,03F0498S,2021-06-11 04:57:19,01F2394S,199.000,Y,2021-06-11 03:08:11+03F0498S; 2021-06-11 03:10:06+03F0525S; 2021-06-11 03:12:25+03F0559S; 2021-06-11 03:18:45+03F0648S; 2021-06-11 03:22:34+03F0698S; 2021-06-11 03:28:48+03F0783S; 2021-06-11 03:32:59+03F0846S; 2021-06-11 03:40:21+03F0961S; 2021-06-11 03:42:30+03F0996S; 2021-06-11 03:46:18+01F1045S; 2021-06-11 03:49:43+01F1123S; 2021-06-11 03:59:14+01F1292S; 2021-06-11 04:04:30+01F1389S; 2021-06-11 04:08:46+01F1465S; 2021-06-11 04:14:33+01F1572S; 2021-06-11 04:17:10+01F1621S; 2021-06-11 04:19:53+01F1664S; 2021-06-11 04:21:51+01F1699S; 2021-06-11 04:25:33+01F1774S; 2021-06-11 04:26:45+01F1802S; 2021-06-11 04:28:28+01F1839S; 2021-06-11 04:32:01+01F1906S; 2021-06-11 04:34:32+01F1960S; 2021-06-11 04:37:14+01F2011S; 2021-06-11 04:41:29+01F2089S; 2021-06-11 04:45:11+01F2156S; 2021-06-11 04:49:57+01F2249S; 2021-06-11 04:53:33+01F2322S; 2021-06-11 04:57:19+01F2394S
5,2021-06-11 03:11:42,01F0467S,2021-06-11 03:11:42,01F0467S,7.600,Y,2021-06-11 03:11:42+01F0467S
5,2021-06-11 03:19:36,01F0578S,2021-06-11 03:19:36,01F0578S,1.650,Y,2021-06-11 03:19:36+01F0578S
5,2021-06-11 03:51:31,03F1022S,2021-06-11 03:51:31,03F1022S,3.100,Y,2021-06-11 03:51:31+03F1022S
32,2021-06-11 03:11:32,03F3392N,2021-06-11 03:11:32,03F3392N,5.300,Y,2021-06-11 03:11:32+03F3392N
32,2021-06-11 03:31:01,01F2930N,2021-06-11 04:00:53,01F2674N,35.270,Y,2021-06-11 03:31:01+01F2930N; 2021-06-11 03:48:25+01F2866N; 2021-06-11 03:50:56+01F2827N; 2021-06-11 03:58:16+01F2714N; 2021-06-11 04:00:53+01F2674N
31,2021-06-11 03:03:13,03F0447S,2021-06-11 03:09:45,03F0559S,19.700,Y,2021-06-11 03:03:13+03F0447S; 2021-06-11 03:06:11+03F0498S; 2021-06-11 03:07:45+03F0525S; 2021-06-11 03:09:45+03F0559S
31,2021-06-11 03:18:10,03F0698S,2021-06-11 04:14:02,03F1651S,100.700,Y,2021-06-11 03:18:10+03F0698S; 2021-06-11 03:23:20+03F0783S; 2021-06-11 03:27:13+03F0846S; 2021-06-11 03:34:01+03F0961S; 2021-06-11 03:36:10+03F0996S; 2021-06-11 03:37:45+03F1022S; 2021-06-11 03:39:29+03F1051S; 2021-06-11 03:44:10+03F1128S; 2021-06-11 03:46:10+03F1161S; 2021-06-11 03:49:20+03F1215S; 2021-06-11 03:51:43+03F1257S; 2021-06-11 03:55:59+03F1332S; 2021-06-11 03:59:34+03F1395S; 2021-06-11 04:04:41+03F1485S; 2021-06-11 04:13:02+03F1633S; 2021-06-11 04:14:02+03F1651S
31,2021-06-11 03:19:59,01F1699N,2021-06-11 03:34:57,01F1389N,41.400,Y,2021-06-11 03:19:59+01F1699N; 2021-06-11 03:21:38+01F1664N; 2021-06-11 03:23:47+01F1621N; 2021-06-11 03:26:12+01F1572N; 2021-06-11 03:31:01+01F1465N; 2021-06-11 03:34:57+01F1389N
32,2021-06-11 03:09:23,01F0664N,2021-06-11 03:09:23,01F0664N,2.300,Y,2021-06-11 03:09:23+01F0664N
32,2021-06-11 03:28:49,01F3640S,2021-06-11 03:28:49,01F3640S,5.000,Y,2021-06-11 03:28:49+01F3640S
32,2021-06-11 03:49:26,01F3640N,2021-06-11 03:49:26,01F3640N,5.000,Y,2021-06-11 03:49:26+01F3640N
31,2021-06-11 03:06:13,03F1651S,2021-06-11 03:30:58,01F2089S,50.800,Y,2021-06-11 03:06:13+03F1651S; 2021-06-11 03:09:23+03F1710S; 2021-06-11 03:10:56+03F1739S; 2021-06-11 03:13:08+03F1779S; 2021-06-11 03:17:14+03F1860S; 2021-06-11 03:21:22+03F1944S; 2021-06-11 03:24:41+01F1960S; 2021-06-11 03:27:06+01F2011S; 2021-06-11 03:30:58+01F2089S
32,2021-06-11 03:04:55,01F0147N,2021-06-11 03:09:10,01F0099N,10.000,Y,2021-06-11 03:04:55+01F0147N; 2021-06-11 03:09:10+01F0099N
31,2021-06-11 03:33:04,03F3916S,2021-06-11 03:47:31,03F4142S,32.200,Y,2021-06-11 03:33:04+03F3916S; 2021-06-11 03:37:21+03F3981S; 2021-06-11 03:39:42+03F4018S; 2021-06-11 03:47:31+03F4142S
42,2021-06-11 03:50:08,01F0578S,2021-06-11 07:19:42,01F3640S,310.400,Y,2021-06-11 03:50:08+01F0578S; 2021-06-11 03:53:40+01F0633S; 2021-06-11 03:55:36+01F0664S; 2021-06-11 03:56:35+01F0681S; 2021-06-11 03:57:46+01F0699S; 2021-06-11 04:00:50+01F0750S; 2021-06-11 04:32:24+01F0880S; 2021-06-11 04:35:16+01F0928S; 2021-06-11 04:36:34+01F0950S; 2021-06-11 04:38:30+01F0980S; 2021-06-11 04:42:32+01F1045S; 2021-06-11 04:47:25+01F1123S; 2021-06-11 04:57:45+01F1292S; 2021-06-11 05:03:52+01F1389S; 2021-06-11 05:09:00+01F1465S; 2021-06-11 05:15:31+01F1572S; 2021-06-11 05:18:30+01F1621S; 2021-06-11 05:20:59+01F1664S; 2021-06-11 05:23:07+01F1699S; 2021-06-11 05:27:38+01F1774S; 2021-06-11 05:29:17+01F1802S; 2021-06-11 05:31:23+01F1839S; 2021-06-11 05:35:26+01F1906S; 2021-06-11 05:38:36+01F1960S; 2021-06-11 05:41:40+01F2011S; 2021-06-11 05:46:14+01F2089S; 2021-06-11 05:50:04+01F2156S; 2021-06-11 05:55:27+01F2249S; 2021-06-11 05:59:40+01F2322S; 2021-06-11 06:03:42+01F2394S; 2021-06-11 06:05:22+01F2425S; 2021-06-11 06:08:38+01F2483S; 2021-06-11 06:10:16+01F2514S; 2021-06-11 06:15:14+01F2603S; 2021-06-11 06:19:20+01F2674S; 2021-06-11 06:21:32+01F2714S; 2021-06-11 06:30:05+01F2827S; 2021-06-11 06:32:23+01F2866S; 2021-06-11 06:36:02+01F2930S; 2021-06-11 06:41:15+01F3019S; 2021-06-11 06:45:02+01F3083S; 2021-06-11 06:47:21+01F3126S; 2021-06-11 06:51:07+01F3185S; 2021-06-11 06:53:36+01F3227S; 2021-06-11 06:55:04+01F3252S; 2021-06-11 06:57:05+01F3286S; 2021-06-11 07:01:59+01F3366S; 2021-06-11 07:03:58+01F3398S; 2021-06-11 07:07:45+01F3460S; 2021-06-11 07:12:42+01F3525S; 2021-06-11 07:14:48+01F3561S; 2021-06-11 07:16:33+01F3590S; 2021-06-11 07:19:42+01F3640S
5,2021-06-11 03:14:27,01F3686S,2021-06-11 03:14:27,01F3686S,2.200,Y,2021-06-11 03:14:27+01F3686S
31,2021-06-11 03:14:15,03F1860S,2021-06-11 03:47:28,03F2306S,48.600,Y,2021-06-11 03:14:15+03F1860S; 2021-06-11 03:20:28+03F1944S; 2021-06-11 03:23:35+03F1991S; 2021-06-11 03:29:22+03F2066S; 2021-06-11 03:30:20+03F2079S; 2021-06-11 03:31:42+03F2100S; 2021-06-11 03:33:57+03F2129S; 2021-06-11 03:35:39+03F2152S; 2021-06-11 03:39:01+03F2194S; 2021-06-11 03:42:08+03F2235S; 2021-06-11 03:43:58+03F2261S; 2021-06-11 03:47:28+03F2306S
31,2021-06-11 03:05:13,01F0233N,2021-06-11 03:05:13,01F0233N,1.900,Y,2021-06-11 03:05:13+01F0233N
32,2021-06-11 03:31:42,03F2152S,2021-06-11 03:34:24,03F2194S,8.500,Y,2021-06-11 03:31:42+03F2152S; 2021-06-11 03:34:24+03F2194S
32,2021-06-11 03:16:26,05F0309S,2021-06-11 03:16:26,05F0309S,8.300,Y,2021-06-11 03:16:26+05F0309S
31,2021-06-11 03:00:31,01F0005S,2021-06-11 03:08:29,01F0155S,16.800,Y,2021-06-11 03:00:31+01F0005S; 2021-06-11 03:01:09+01F0017S; 2021-06-11 03:01:49+01F0029S; 2021-06-11 03:03:32+01F0061S; 2021-06-11 03:05:33+01F0099S; 2021-06-11 03:08:04+01F0147S; 2021-06-11 03:08:29+01F0155S
31,2021-06-11 03:12:02,01F0155N,2021-06-11 03:12:02,01F0155N,1.600,Y,2021-06-11 03:12:02+01F0155N
42,2021-06-11 03:44:11,03F2306S,2021-06-11 03:59:21,03F2535S,31.700,Y,2021-06-11 03:44:11+03F2306S; 2021-06-11 03:46:20+03F2336S; 2021-06-11 03:51:45+03F2415S; 2021-06-11 03:53:52+03F2447S; 2021-06-11 03:59:21+03F2535S
5,2021-06-11 03:21:03,01F3696N,2021-06-11 03:21:03,01F3696N,3.000,Y,2021-06-11 03:21:03+01F3696N
5,2021-06-11 03:25:09,01F3640N,2021-06-11 03:25:09,01F3640N,5.000,Y,2021-06-11 03:25:09+01F3640N
5,2021-06-11 03:38:00,01F3460N,2021-06-11 03:38:00,01F3460N,7.100,Y,2021-06-11 03:38:00+01F3460N
5,2021-06-11 03:44:26,01F3366N,2021-06-11 03:44:26,01F3366N,7.600,Y,2021-06-11 03:44:26+01F3366N
5,2021-06-11 03:52:49,01F3252N,2021-06-11 03:52:49,01F3252N,7.800,Y,2021-06-11 03:52:49+01F3252N
42,2021-06-11 03:01:11,01F0413N,2021-06-11 03:05:49,01F0339N,8.400,Y,2021-06-11 03:01:11+01F0413N; 2021-06-11 03:03:28+01F0376N; 2021-06-11 03:05:49+01F0339N
5,2021-06-11 03:50:47,03F0116N,2021-06-11 03:56:37,01F0061N,8.300,Y,2021-06-11 03:50:47+03F0116N; 2021-06-11 03:52:46+01F0099N; 2021-06-11 03:56:37+01F0061N
31,2021-06-11 03:32:35,01F3736S,2021-06-11 03:32:35,01F3736S,2.600,Y,2021-06-11 03:32:35+01F3736S
